,Name,club,Appearances,Wins,Losses,Clean sheets,Goals conceded,Tackles,Tackle success (%),Last man tackles,Blocked shots,Interceptions,Clearances,Headed clearances,Clearances off the line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goals,Goals,Goals per match,Headed goals,Goals with right foot,Goals with left foot,Penalties scored,Free-kicks scored,Shots,Shots on target,Shot accuracy,Hit the woodwork,Big chances missed,Yellow cards,Red cards,Fouls commited,Offsides,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy (%),Through balls,Accurate long balls
11,Sergio Agüero,['Manchester City'],24,16,6,No value,No value,7,No value,No value,22,3,2,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,16,0.67,2,12,2,2,0,76,28,37%,5,12,1,0,9,6,3,354,14.75,4,9,No value,No value,No value
12,Daniel Agyei,['Burnley'],0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
13,Soufyan Ahannach,['Brighton & Hove Albion'],0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
14,Ahmed El Mohamady,['Aston Villa'],18,4,10,2,28,19,47%,0,1,13,22,10,0,73,60,51,7,30,21,0,0,1,No value,1,0,0,No value,No value,No value,No value,No value,0,No value,1,0,13,2,1,498,27.67,3,58,33%,0,33
15,Ola Aina,"['Chelsea', 'Chelsea']",0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
16,Albian Ajeti,"['West Ham United', 'West Ham United']",9,0,7,No value,No value,1,No value,No value,2,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,3,0,0%,0,0,0,0,6,2,0,15,1.67,0,0,No value,No value,No value
17,Nathan Aké,"['AFC Bournemouth', 'AFC Bournemouth']",29,7,16,4,46,31,68%,0,6,36,147,78,0,140,107,83,3,62,63,0,0,2,No value,1,0,1,No value,No value,No value,No value,No value,1,No value,2,0,9,3,2,"1,210",41.72,2,5,0%,1,53
18,Alberto Moreno,['Liverpool'],0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
19,Marc Albrighton,['Leicester City'],20,8,7,No value,No value,24,71%,No value,3,10,7,4,No value,67,52,63,14,3,7,No value,0,0,0.00,0,0,0,0,0,10,2,20%,1,0,2,0,7,1,3,407,20.35,5,69,16%,3,23
20,Toby Alderweireld,['Tottenham Hotspur'],33,15,9,7,39,40,73%,0,3,31,170,82,1,154,117,109,0,73,73,1,0,2,No value,1,1,0,No value,No value,No value,No value,No value,0,No value,7,0,18,1,2,"1,978",59.94,2,9,44%,12,141
21,Aleix García,['Manchester City'],0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
22,Trent Alexander-Arnold,['Liverpool'],38,32,3,12,32,55,62%,1,17,45,70,29,0,221,100,135,21,16,30,0,1,4,No value,0,4,0,No value,No value,No value,No value,No value,0,No value,5,0,22,3,13,"2,440",64.21,18,382,21%,5,192
23,Ali Koiki,"['Burnley', 'Burnley', 'Burnley', 'Burnley']",0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
24,Alisson,['Liverpool'],29,23,3,13,23,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,1,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,1,1,No value,1,805,27.76,No value,No value,No value,No value,115
25,Allan,"['Liverpool', 'Liverpool']",0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
26,Dele Alli,['Tottenham Hotspur'],25,9,8,No value,No value,34,47%,No value,7,17,14,8,No value,103,115,150,29,19,40,No value,0,8,0.32,0,6,2,1,0,42,19,45%,0,7,2,0,12,6,4,810,32.40,6,7,0%,4,17
27,Miguel Almirón,['Newcastle United'],36,11,14,No value,No value,60,65%,No value,19,31,16,7,No value,189,174,170,46,10,28,No value,0,4,0.11,0,2,2,0,0,56,17,30%,1,9,5,0,30,24,2,829,23.03,3,41,17%,2,20
28,Marcos Alonso,['Chelsea'],18,13,4,5,18,28,57%,0,11,20,25,15,0,96,97,80,12,42,31,0,0,4,No value,1,0,3,No value,No value,No value,No value,No value,1,No value,4,0,16,2,2,908,50.44,4,66,30%,1,26
29,Steven Alzate,"['Brighton and Hove Albion', 'Leyton Orient']",19,5,8,No value,No value,33,No value,No value,6,14,11,9,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,13,3,23%,0,1,1,0,17,3,0,603,31.74,0,8,No value,No value,No value
30,Ibrahim Amadou,['Norwich City (Loan)'],11,2,7,No value,No value,18,61%,No value,0,16,55,31,No value,39,38,31,2,16,13,No value,0,0,0.00,0,0,0,0,0,6,1,17%,0,1,1,0,8,0,0,369,33.55,0,1,100%,0,15
31,Daniel Amartey,['Leicester City'],0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
32,Luke Amos,"['Tottenham Hotspur', 'Tottenham Hotspur', 'Tottenham Hotspur']",0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
33,Ethan Ampadu,"['Chelsea', 'Chelsea']",0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
34,Joseph Anang,"['West Ham United U21', 'West Ham United']",0,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,0,0,0.00,No value,No value,No value,No value,0
35,Florin Andone,"['Brighton and Hove Albion', 'Brighton and Hove Albion', 'Brighton and Hove Albion']",3,1,1,No value,No value,1,No value,No value,0,0,1,1,No value,No value,No value,No value,No value,No value,No value,No value,No value,1,0.33,0,1,0,0,0,1,1,100%,0,0,0,1,2,0,0,12,4.00,0,0,No value,No value,No value
36,André Gomes,"['Everton', 'Everton (Loan)']",19,6,7,No value,No value,22,68%,No value,0,7,6,4,No value,122,83,137,25,17,12,No value,0,0,0.00,0,0,0,0,0,5,0,0%,0,0,6,0,38,0,1,851,44.79,1,12,25%,3,85
37,Andreas Pereira,['Manchester United'],25,12,6,No value,No value,24,54%,No value,9,7,5,1,No value,85,70,142,20,10,34,No value,0,1,0.04,0,0,1,0,0,37,14,38%,0,1,3,0,27,3,3,703,28.12,6,65,15%,2,30
38,Angel Gomes,['Manchester United'],2,1,1,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,1,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,1,0,0,13,6.50,0,0,0%,1,2
39,Angeliño,"['Manchester City', 'Manchester City']",6,4,2,0,7,5,40%,0,2,9,15,7,0,29,17,15,4,6,7,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,1,No value,1,0,2,0,0,338,56.33,3,43,21%,0,7
40,Faustino Anjorin,"['Chelsea', 'Chelsea']",1,1,0,No value,No value,0,0%,No value,0,0,0,0,No value,1,2,2,1,0,0,No value,0,0,0.00,0,0,0,0,0,1,0,0%,0,0,0,0,0,0,0,7,7.00,0,0,0%,0,0
41,Michail Antonio,['West Ham United'],24,7,12,No value,No value,13,69%,No value,14,9,5,5,No value,62,201,233,65,91,109,No value,0,10,0.42,2,7,1,1,0,68,31,46%,2,14,3,0,41,11,3,446,18.58,7,48,21%,5,9
42,Cameron Archer,"['Aston Villa', 'Aston Villa']",0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
43,Stuart Armstrong,['Southampton'],30,13,11,No value,No value,32,59%,No value,11,11,22,9,No value,106,95,131,30,14,30,No value,0,5,0.17,0,3,2,0,0,46,20,43%,0,1,4,0,25,4,3,579,19.30,2,23,22%,2,12
44,Marko Arnautovic,['West Ham United'],0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
45,Kepa Arrizabalaga,['Chelsea'],33,18,11,8,47,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,0,938,28.42,No value,No value,No value,No value,131
46,Harry Arter,"['AFC Bournemouth', 'AFC Bournemouth']",0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
47,Daniel Arzani,"['Manchester City', 'Manchester City']",0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
48,Benny Ashley-Seal,"['Wolverhampton Wanderers', 'Wolverhampton Wanderers']",0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
49,Daniel Atherton,['Liverpool'],0,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,0,0,0.00,No value,No value,No value,No value,0
50,Christian Atsu,['Newcastle United'],19,5,8,No value,No value,10,80%,No value,1,5,6,4,No value,42,42,71,16,7,14,No value,0,0,0.00,0,0,0,0,0,5,1,20%,0,0,2,0,11,4,3,198,10.42,2,17,41%,1,5
51,Pierre-Emerick Aubameyang,['Arsenal'],36,14,10,No value,No value,31,No value,No value,23,14,13,4,No value,No value,No value,No value,No value,No value,No value,No value,No value,22,0.61,3,16,3,2,1,93,42,45%,4,10,3,1,14,20,3,817,22.69,7,89,No value,No value,No value
52,Serge Aurier,['Tottenham Hotspur'],33,15,9,6,32,93,74%,0,6,47,84,48,0,165,224,187,39,70,64,1,1,1,No value,0,0,1,No value,No value,No value,No value,No value,0,No value,2,1,41,6,5,"1,281",38.82,4,137,15%,0,33
53,Charlie Austin,['Southampton'],0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
54,Taiwo Awoniyi,['Liverpool'],0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
55,Jordan Ayew,"['Crystal Palace', 'Crystal Palace (Loan)']",37,11,16,No value,No value,48,No value,No value,14,15,20,15,No value,No value,No value,No value,No value,No value,No value,No value,No value,9,0.24,1,7,1,0,0,58,24,41%,1,5,6,0,59,9,2,814,22.00,4,25,No value,No value,No value
56,César Azpilicueta,['Chelsea'],36,19,11,7,53,86,65%,0,9,67,81,40,1,172,205,158,12,93,64,0,0,2,No value,0,2,0,No value,No value,No value,No value,No value,0,No value,1,0,40,3,6,"2,435",67.64,8,121,25%,0,80
57,Daniel Bachmann,['Watford'],0,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,0,0,0.00,No value,No value,No value,No value,0
58,Owen Bailey,['Newcastle United U21'],0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
59,Eric Bailly,['Manchester United'],4,3,0,1,1,0,0%,0,0,4,7,3,0,9,9,3,1,8,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,2,0,0,78,19.50,0,0,0%,0,4
60,Leighton Baines,"['Everton', 'Everton']",8,3,3,0,8,10,60%,0,0,5,10,4,0,17,21,14,2,5,7,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,1,0,0,155,19.38,1,27,37%,0,3
61,Tiemoué Bakayoko,"['Chelsea', 'Chelsea', 'Chelsea', 'Chelsea']",0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
62,Lewis Baker,"['Chelsea', 'Chelsea', 'Chelsea']",0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
63,Fabián Balbuena,['West Ham United'],17,6,9,3,24,17,71%,0,2,26,71,43,0,65,74,59,2,54,37,0,2,1,No value,0,1,0,No value,No value,No value,No value,No value,0,No value,2,0,6,0,0,503,29.59,1,1,0%,1,35
64,George Baldock,['Sheffield United'],38,14,12,13,39,62,69%,0,3,34,69,35,0,167,186,172,42,39,57,0,1,2,No value,0,2,0,No value,No value,No value,No value,No value,0,No value,7,0,47,11,3,"1,118",29.42,2,128,29%,0,22
65,Folarin Balogun,"['Arsenal', 'Arsenal U21']",0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
66,Tudor Baluta,"['Brighton and Hove Albion (Loan)', 'Brighton and Hove Albion', 'Brighton and Hove Albion', 'Brighton and Hove Albion', 'Brighton and Hove Albion']",0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
67,Beni Baningime,"['Everton', 'Everton', 'Everton']",0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
68,Scott Banks,"['Crystal Palace', 'Crystal Palace']",0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
69,Ben Barclay,['Brighton and Hove Albion'],0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
70,Phil Bardsley,['Burnley'],21,10,6,9,19,49,73%,0,4,30,66,36,1,80,102,77,4,38,26,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,6,0,35,0,1,658,31.33,3,33,18%,3,49
71,Ross Barkley,['Chelsea'],21,13,4,No value,No value,16,56%,No value,16,7,7,3,No value,69,70,80,27,12,13,No value,0,1,0.05,0,0,1,0,0,40,12,30%,1,3,0,0,9,0,4,618,29.43,2,12,17%,6,39
72,Daniel Barlaser,['Newcastle United'],0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
73,Ashley Barnes,['Burnley'],19,7,9,No value,No value,10,No value,No value,8,6,8,4,No value,No value,No value,No value,No value,No value,No value,No value,No value,6,0.32,0,6,0,1,0,40,12,30%,0,7,4,0,35,13,0,251,13.21,0,5,No value,No value,No value
74,Antonio Barreca,['Newcastle United (Loan)'],0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
75,Mason Barrett,['Watford'],0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
76,Chris Basham,['Sheffield United'],38,14,12,12,37,85,56%,0,0,77,167,102,0,188,247,140,24,109,62,0,1,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,4,0,26,5,1,"1,316",34.63,2,51,12%,0,70
77,Calvin Bassey,['Leicester City'],0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
78,Lewis Bate,"['Chelsea', 'Chelsea']",0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
79,Michy Batshuayi,"['Crystal Palace (Loan)', 'Chelsea']",16,7,6,No value,No value,4,No value,No value,4,0,1,1,No value,No value,No value,No value,No value,No value,No value,No value,No value,1,0.06,0,0,1,0,0,15,2,13%,0,4,0,0,4,7,1,78,4.88,0,0,No value,No value,No value
80,Danny Batth,['Wolverhampton Wanderers'],0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
81,Nathan Baxter,"['Chelsea', 'Chelsea']",0,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,0,0,0.00,No value,No value,No value,No value,0
82,Gavin Bazunu,['Manchester City'],0,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,0,0,0.00,No value,No value,No value,No value,0
83,Jack Bearne,"['Liverpool', 'Liverpool']",0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
84,Jan Bednarek,['Lech Poznan'],34,12,15,7,57,65,58%,1,1,77,193,90,0,161,204,109,2,127,47,1,3,1,No value,0,1,0,No value,No value,No value,No value,No value,0,No value,4,0,33,0,1,"1,537",45.21,1,1,0%,0,85
85,Asmir Begovic,"['AFC Bournemouth', 'AFC Bournemouth', 'AFC Bournemouth']",0,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,0,0,0.00,No value,No value,No value,No value,0
86,Héctor Bellerín,['Arsenal'],15,6,5,3,18,20,65%,0,2,19,24,9,0,54,54,74,18,13,16,0,0,1,No value,0,0,1,No value,No value,No value,No value,No value,0,No value,2,0,15,1,0,570,38.00,1,27,7%,0,14
87,Yohan Benalouane,['Leicester City'],0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
88,Filip Benkovic,"['Leicester City', 'Leicester City', 'Leicester City']",0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
89,Ryan Bennett,"['Leicester City (Loan)', 'Leicester City (Loan)', 'Wolverhampton Wanderers', 'Wolverhampton Wanderers']",16,6,5,2,17,9,67%,0,0,16,36,17,0,54,38,38,0,28,24,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,2,0,7,0,0,433,27.06,0,6,33%,0,23
90,Jayden Bennetts,['Watford'],0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
91,Josh Benson,"['Burnley', 'Burnley', 'Burnley', 'Burnley']",0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
92,Nabil Bentaleb,"['Newcastle United (Loan)', 'Newcastle United (Loan)']",12,2,6,No value,No value,23,57%,No value,2,19,9,5,No value,46,50,54,8,14,13,No value,1,0,0.00,0,0,0,0,0,4,0,0%,0,0,2,0,19,0,0,406,33.83,0,2,0%,0,25
93,Christian Benteke,['Crystal Palace'],24,8,11,No value,No value,9,No value,No value,7,4,28,20,No value,No value,No value,No value,No value,No value,No value,No value,No value,2,0.08,0,2,0,0,0,41,19,46%,3,3,4,1,25,12,1,337,14.04,4,5,No value,No value,No value
94,Sander Berge,['Sheffield United'],14,6,5,No value,No value,22,68%,No value,1,10,13,8,No value,56,77,50,15,35,16,No value,0,1,0.07,0,1,0,0,0,5,2,40%,0,1,0,0,18,1,1,368,26.29,1,22,9%,0,13
95,Steven Bergwijn,['Tottenham Hotspur'],14,7,3,No value,No value,10,No value,No value,3,1,5,1,No value,No value,No value,No value,No value,No value,No value,No value,No value,3,0.21,0,3,0,0,0,9,4,44%,0,0,2,0,7,0,1,244,17.43,1,10,No value,No value,No value
96,Adrián Bernabé,"['Manchester City', 'Manchester City', 'Manchester City', 'Manchester City']",0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
97,Bernard,['Everton'],27,9,10,No value,No value,32,No value,No value,5,16,7,2,No value,No value,No value,No value,No value,No value,No value,No value,No value,3,0.11,0,3,0,0,0,12,5,42%,1,1,2,0,19,0,2,540,20.00,3,36,No value,No value,No value
98,Bernardo,['Brighton and Hove Albion'],14,3,6,0,17,27,59%,0,3,6,20,12,0,49,69,30,8,31,8,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,1,0,3,4,0,330,23.57,3,17,18%,0,12
99,Bernardo Rosa,"['West Ham United', 'West Ham United']",0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
100,Bernardo Silva,['Manchester City'],34,22,9,No value,No value,36,50%,No value,23,24,12,6,No value,129,110,112,40,14,24,No value,0,6,0.18,1,0,5,0,0,52,15,29%,2,6,5,0,23,2,7,"1,374",40.41,8,72,24%,1,39
101,Ryan Bertrand,['Southampton'],32,13,14,7,44,47,62%,0,4,37,28,11,0,118,149,147,11,59,58,0,0,1,No value,0,1,0,No value,No value,No value,No value,No value,0,No value,3,1,27,1,1,"1,229",38.41,4,122,30%,2,43
102,Muhamed Besic,"['Sheffield United (Loan)', 'Everton', 'Everton (Loan)', 'Everton']",9,4,3,No value,No value,8,75%,No value,0,1,6,4,No value,17,22,14,7,5,3,No value,0,0,0.00,0,0,0,0,0,4,2,50%,0,0,2,0,6,0,0,106,11.78,0,1,0%,0,6
103,Philip Billing,['AFC Bournemouth'],34,9,19,No value,No value,72,64%,No value,6,66,94,55,No value,162,228,202,22,111,78,No value,1,1,0.03,0,0,1,0,0,33,8,24%,0,2,8,0,38,2,1,"1,154",33.94,2,14,7%,1,43
104,Billy Arce,['Brighton and Hove Albion'],0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
105,Nathan Bishop,['Manchester United'],0,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,0,0,0.00,No value,No value,No value,No value,0
106,Yves Bissouma,['Brighton and Hove Albion'],22,5,9,No value,No value,49,78%,No value,2,21,21,9,No value,105,112,108,32,17,16,No value,0,1,0.05,0,1,0,0,0,16,7,44%,1,0,4,0,31,0,0,619,28.14,0,6,17%,3,35
107,Birkir Bjarnason,['Aston Villa'],0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
108,Joshua Bohui,['Manchester United'],0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
109,Tolaji Bola,"['Arsenal U21', 'Arsenal']",0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
110,Yannick Bolasie,"['Everton (Loan)', 'Everton', 'Everton']",0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
111,Luke Bolton,"['Manchester City', 'Manchester City']",0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
112,Willy Boly,['Wolverhampton Wanderers'],22,9,4,12,15,57,58%,0,2,39,103,62,0,117,160,75,9,87,29,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,1,1,24,1,1,984,44.73,2,2,0%,0,39
113,Gaëtan Bong,['Brighton and Hove Albion'],4,1,1,0,3,1,0%,0,0,0,0,0,0,3,3,5,1,0,3,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,27,6.75,0,6,17%,0,1
